Date,BTC,ETH,SOL,HYPE
2025-06-19,104684.2890625,2521.653564453125,147.07147216796875,36.895835876464844
2025-06-20,103309.6015625,2407.30419921875,140.16859436035156,33.414276123046875
2025-06-21,102257.40625,2300.49560546875,135.1610107421875,33.895015716552734
2025-06-22,100987.140625,2228.213134765625,131.61569213867188,35.67891311645508
2025-06-23,105577.7734375,2421.824951171875,144.8467254638672,38.363548278808594
2025-06-24,106045.6328125,2448.0087890625,145.95452880859375,37.483734130859375
2025-06-25,107361.2578125,2419.310302734375,143.505126953125,36.98551559448242
2025-06-26,106960.0,2416.146728515625,139.0598602294922,35.8011589050293
2025-06-27,107088.4296875,2423.866943359375,142.1914825439453,36.57001876831055
2025-06-28,107327.703125,2437.109375,150.8275604248047,37.73735427856445
2025-06-29,108385.5703125,2500.9599609375,153.35308837890625,39.737831115722656
2025-06-30,107135.3359375,2486.46435546875,154.7353057861328,39.400428771972656
2025-07-01,105698.28125,2405.792724609375,146.9266357421875,36.945526123046875
2025-07-02,108859.3203125,2571.33544921875,152.22763061523438,39.90736389160156
2025-07-03,109647.9765625,2591.00732421875,152.40179443359375,40.18292236328125
2025-07-04,108034.3359375,2508.518310546875,147.76364135742188,39.11683654785156
2025-07-05,108231.1796875,2517.280029296875,147.64144897460938,39.0970458984375
2025-07-06,109232.0703125,2571.236572265625,151.87294006347656,39.799739837646484
2025-07-07,108299.8515625,2543.01318359375,148.87234497070312,38.59589767456055
2025-07-08,108950.2734375,2615.505859375,151.81039428710938,38.86143112182617
2025-07-09,111326.5546875,2770.777587890625,157.28150939941406,40.828697204589844
2025-07-10,115987.203125,2954.84521484375,164.06277465820312,43.82574462890625
2025-07-11,117516.9921875,2957.88623046875,162.8833770751953,46.27703857421875
2025-07-12,117435.2265625,2942.91162109375,160.68484497070312,47.106910705566406
2025-07-13,119116.1171875,2973.35888671875,161.1940155029297,48.87472915649414
2025-07-14,119849.703125,3013.350830078125,162.2752227783203,47.525821685791016
2025-07-15,117777.1875,3139.8896484375,163.950439453125,47.92780685424805
2025-07-16,118738.5078125,3371.5068359375,173.70848083496094,46.95370101928711
2025-07-17,119289.84375,3476.784423828125,175.7930450439453,45.678741455078125
2025-07-18,118003.2265625,3549.016357421875,177.38197326660156,44.342830657958984
2025-07-19,117939.9765625,3595.273681640625,177.07012939453125,44.43382263183594
2025-07-20,117300.7890625,3759.471435546875,181.54603576660156,46.011688232421875
2025-07-21,117439.5390625,3763.371337890625,195.9942626953125,44.19742965698242
